               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 164,            0.019457,            0.029531,                   0,             0.98682,             0.98439,             0.99344,             0.77683,            0.018561,             0.03212,                   0,          0.00019315,          0.00019315,          0.00019315
                 165,            0.019552,            0.029748,                   0,             0.98702,             0.98438,             0.99344,             0.77688,            0.018562,            0.032131,                   0,           0.0001882,           0.0001882,           0.0001882
                 166,            0.019435,            0.029298,                   0,               0.987,             0.98457,             0.99345,             0.77698,            0.018558,            0.032133,                   0,          0.00018325,          0.00018325,          0.00018325
                 167,            0.019475,            0.029032,                   0,             0.98675,             0.98438,             0.99344,             0.77722,            0.018558,            0.032134,                   0,           0.0001783,           0.0001783,           0.0001783
                 168,            0.019485,             0.02957,                   0,              0.9871,             0.98438,             0.99345,             0.77723,            0.018557,            0.032131,                   0,          0.00017335,          0.00017335,          0.00017335
                 169,             0.01943,            0.029349,                   0,             0.98709,             0.98438,             0.99345,             0.77654,            0.018558,            0.032141,                   0,           0.0001684,           0.0001684,           0.0001684
                 170,            0.019388,            0.029338,                   0,             0.98717,             0.98438,             0.99346,              0.7769,             0.01856,            0.032141,                   0,          0.00016345,          0.00016345,          0.00016345
                 171,            0.019396,            0.029254,                   0,             0.98694,             0.98438,             0.99346,             0.77644,            0.018562,            0.032144,                   0,           0.0001585,           0.0001585,           0.0001585
                 172,            0.019323,            0.029212,                   0,             0.98666,             0.98438,             0.99345,             0.77647,            0.018565,            0.032152,                   0,          0.00015355,          0.00015355,          0.00015355
                 173,            0.019195,            0.029332,                   0,             0.98672,             0.98438,             0.99345,             0.77675,            0.018566,            0.032154,                   0,           0.0001486,           0.0001486,           0.0001486
                 174,            0.019365,            0.029347,                   0,             0.98656,             0.98438,             0.99344,             0.77627,             0.01857,            0.032169,                   0,          0.00014365,          0.00014365,          0.00014365
                 175,            0.019281,            0.029431,                   0,              0.9864,             0.98457,             0.99344,             0.77682,             0.01857,            0.032171,                   0,           0.0001387,           0.0001387,           0.0001387
                 176,            0.019344,            0.029142,                   0,             0.98626,             0.98466,             0.99344,             0.77658,             0.01857,            0.032175,                   0,          0.00013375,          0.00013375,          0.00013375
                 177,            0.019274,            0.029409,                   0,             0.98645,             0.98464,             0.99344,             0.77654,            0.018569,             0.03218,                   0,           0.0001288,           0.0001288,           0.0001288
                 178,            0.019277,            0.028996,                   0,             0.98615,             0.98476,             0.99345,             0.77679,            0.018571,            0.032185,                   0,          0.00012385,          0.00012385,          0.00012385
                 179,            0.019189,            0.029311,                   0,              0.9862,             0.98476,             0.99346,             0.77681,            0.018567,            0.032185,                   0,           0.0001189,           0.0001189,           0.0001189
                 180,            0.019248,            0.029079,                   0,             0.98676,             0.98476,             0.99347,             0.77689,            0.018564,            0.032181,                   0,          0.00011395,          0.00011395,          0.00011395
                 181,            0.019138,            0.029092,                   0,              0.9867,             0.98476,             0.99347,             0.77658,            0.018568,            0.032194,                   0,            0.000109,            0.000109,            0.000109
                 182,            0.019202,            0.029442,                   0,             0.98708,             0.98476,             0.99347,             0.77703,            0.018564,            0.032188,                   0,          0.00010405,          0.00010405,          0.00010405
                 183,            0.019107,            0.029162,                   0,             0.98695,             0.98476,             0.99347,             0.77664,            0.018565,            0.032197,                   0,            9.91e-05,            9.91e-05,            9.91e-05
                 184,            0.019065,            0.028565,                   0,             0.98671,             0.98476,             0.99347,             0.77662,            0.018563,            0.032198,                   0,           9.415e-05,           9.415e-05,           9.415e-05
                 185,            0.019114,            0.028897,                   0,             0.98693,             0.98476,             0.99347,             0.77676,            0.018562,            0.032201,                   0,            8.92e-05,            8.92e-05,            8.92e-05
                 186,            0.019217,            0.028997,                   0,             0.98683,             0.98481,             0.99347,             0.77674,             0.01856,            0.032208,                   0,           8.425e-05,           8.425e-05,           8.425e-05
                 187,             0.01917,            0.028839,                   0,             0.98704,             0.98476,             0.99347,             0.77648,            0.018562,            0.032213,                   0,            7.93e-05,            7.93e-05,            7.93e-05
                 188,            0.019239,            0.029102,                   0,             0.98703,             0.98476,             0.99348,             0.77656,            0.018562,            0.032205,                   0,           7.435e-05,           7.435e-05,           7.435e-05
                 189,             0.01909,            0.028789,                   0,             0.98683,             0.98501,             0.99348,             0.77644,             0.01856,            0.032198,                   0,            6.94e-05,            6.94e-05,            6.94e-05
                 190,            0.019255,            0.029153,                   0,             0.98682,             0.98453,             0.99346,             0.77662,            0.018557,             0.03219,                   0,           6.445e-05,           6.445e-05,           6.445e-05
                 191,             0.01922,            0.029132,                   0,             0.98663,             0.98448,             0.99346,              0.7768,            0.018559,            0.032197,                   0,            5.95e-05,            5.95e-05,            5.95e-05
                 192,            0.019285,             0.02896,                   0,             0.98716,             0.98457,             0.99348,             0.77669,             0.01856,            0.032196,                   0,           5.455e-05,           5.455e-05,           5.455e-05
                 193,            0.019102,            0.029007,                   0,             0.98658,             0.98438,             0.99346,             0.77671,            0.018562,            0.032208,                   0,            4.96e-05,            4.96e-05,            4.96e-05
                 194,            0.019095,            0.028569,                   0,             0.98709,             0.98418,             0.99344,             0.77647,            0.018563,            0.032209,                   0,           4.465e-05,           4.465e-05,           4.465e-05
                 195,            0.019153,            0.029137,                   0,             0.98682,             0.98426,             0.99345,             0.77651,            0.018568,            0.032221,                   0,            3.97e-05,            3.97e-05,            3.97e-05
                 196,            0.019063,            0.029261,                   0,             0.98689,              0.9838,             0.99345,             0.77646,            0.018572,            0.032236,                   0,           3.475e-05,           3.475e-05,           3.475e-05
                 197,             0.01914,            0.028805,                   0,             0.98631,             0.98399,             0.99345,             0.77657,            0.018577,            0.032246,                   0,            2.98e-05,            2.98e-05,            2.98e-05
                 198,            0.019113,            0.028963,                   0,             0.98606,             0.98401,             0.99345,             0.77601,            0.018583,            0.032266,                   0,           2.485e-05,           2.485e-05,           2.485e-05
                 199,            0.019056,            0.028826,                   0,             0.98625,             0.98408,             0.99345,             0.77603,            0.018589,            0.032276,                   0,            1.99e-05,            1.99e-05,            1.99e-05
